"행정구역","2025년06월_남_총인구수","2025년06월_남_연령구간인구수","2025년06월_남_0~9세","2025년06월_남_10~19세","2025년06월_남_20~29세","2025년06월_남_30~39세","2025년06월_남_40~49세","2025년06월_남_50~59세","2025년06월_남_60~69세","2025년06월_남_70~79세","2025년06월_남_80~89세","2025년06월_남_90~99세","2025년06월_남_100세 이상","2025년06월_여_총인구수","2025년06월_여_연령구간인구수","2025년06월_여_0~9세","2025년06월_여_10~19세","2025년06월_여_20~29세","2025년06월_여_30~39세","2025년06월_여_40~49세","2025년06월_여_50~59세","2025년06월_여_60~69세","2025년06월_여_70~79세","2025년06월_여_80~89세","2025년06월_여_90~99세","2025년06월_여_100세 이상"
"부산광역시 중구 대청동(2611053000)","2,660","2,660","57","133","342","331","319","466","524","317","159","12","0","2,924","2,924","39","120","417","241","301","456","599","470","232","48","1"
"부산광역시 중구 보수동(2611054500)","4,674","4,674","101","219","634","574","554","812","918","600","236","26","0","5,231","5,231","98","236","795","489","476","793","1,037","814","417","72","4"
"부산광역시 중구 부평동(2611056000)","1,921","1,921","26","89","189","191","254","368","386","301","113","4","0","2,117","2,117","21","84","187","162","204","325","504","385","211","34","0"
"부산광역시 중구 광복동(2611057000)","418","418","9","17","29","33","47","85","102","67","26","3","0","429","429","10","13","30","29","50","65","108","79","35","9","1"
"부산광역시 중구 남포동(2611058000)","465","465","3","12","21","34","34","109","155","75","20","2","0","318","318","1","8","11","22","23","52","94","68","33","6","0"
"부산광역시 중구 영주제1동(2611059000)","2,183","2,183","42","83","350","337","286","374","351","258","92","9","1","2,058","2,058","48","88","323","225","208","340","348","298","156","23","1"
"부산광역시 중구 영주제2동(2611060000)","2,994","2,994","73","163","276","260","339","552","647","461","206","16","1","3,213","3,213","48","172","229","209","303","559","699","615","334","45","0"
"부산광역시 서구 (2614000000)","49,203","49,203","2,227","3,601","5,248","5,231","6,584","8,555","9,061","6,017","2,458","215","6","53,378","53,378","2,058","3,440","5,694","4,992","6,322","8,208","10,113","7,628","4,219","683","21"
"부산광역시 서구 동대신제1동(2614051000)","2,461","2,461","145","165","242","299","351","414","426","291","120","7","1","2,646","2,646","144","153","266","254","324","412","458","369","217","49","0"
"부산광역시 서구 동대신제2동(2614052000)","3,053","3,053","65","192","283","232","364","588","582","490","226","30","1","3,271","3,271","74","188","275","195","307","562","685","595","333","54","3"
"부산광역시 서구 동대신제3동(2614053000)","3,218","3,218","137","247","402","357","403","566","552","364","173","16","1","3,662","3,662","110","221","561","310","415","538","660","501","298","47","1"
"부산광역시 서구 서대신제1동(2614054000)","6,918","6,918","535","662","753","865","1,140","1,061","977","602","299","24","0","7,705","7,705","487","600","783","922","1,222","1,151","1,131","855","473","77","4"
"부산광역시 서구 서대신제3동(2614056000)","3,319","3,319","167","363","329","316","478","607","533","362","145","19","0","3,927","3,927","175","386","369","359","558","664","689","436","249","40","2"
"부산광역시 서구 서대신제4동(2614057000)","3,323","3,323","187","418","339","295","474","568","556","348","128","9","1","3,602","3,602","165","358","326","297","545","597","656","393","221","41","3"
"부산광역시 서구 부민동(2614059000)","3,429","3,429","139","299","609","407","438","543","514","337","128","15","0","3,815","3,815","127","313","770","414","427","508","591","409","210","44","2"
"부산광역시 서구 아미동(2614061500)","3,070","3,070","47","98","327","359","292","559","688","487","196","17","0","3,166","3,166","48","79","383","334","222","395","612","630","396","65","2"
"부산광역시 서구 초장동(2614063000)","1,809","1,809","23","54","134","152","202","356","423","316","137","11","1","1,806","1,806","24","67","123","83","158","241","407","397","271","35","0"
"부산광역시 서구 충무동(2614064000)","4,464","4,464","166","248","491","512","555","826","864","559","228","14","1","4,905","4,905","161","247","598","510","519","749","982","719","373","47","0"
"부산광역시 서구 남부민제1동(2614065000)","2,127","2,127","39","66","159","183","235","410","509","371","147","8","0","2,132","2,132","30","66","151","132","191","292","527","442","261","39","1"
"부산광역시 서구 남부민제2동(2614066000)","3,669","3,669","83","168","273","292","432","699","831","629","240","22","0","3,806","3,806","60","166","223","243","331","584","885","819","434","59","2"
"부산광역시 서구 암남동(2614068000)","8,343","8,343","494","621","907","962","1,220","1,358","1,606","861","291","23","0","8,935","8,935","453","596","866","939","1,103","1,515","1,830","1,063","483","86","1"
"부산광역시 동구 (2617000000)","41,079","41,079","1,844","2,286","3,990","5,599","5,742","7,088","7,355","4,951","2,043","177","4","43,574","43,574","1,756","2,224","4,403","5,137","4,931","6,530","7,921","6,382","3,693","584","13"
"부산광역시 동구 초량제1동(2617051000)","2,446","2,446","46","121","324","352","320","471","414","275","117","6","0","2,431","2,431","47","128","378","274","251","340","432","373","186","22","0"
"부산광역시 동구 초량제2동(2617052000)","2,503","2,503","44","114","205","248","316","477","533","395","156","14","1","2,518","2,518","37","93","239","176","231","391","535","492","287","37","0"
"부산광역시 동구 초량제3동(2617053000)","6,025","6,025","528","455","703","1,107","1,073","901","734","376","127","20","1","6,563","6,563","505","437","969","1,215","1,032","888","786","450","237","43","1"
"부산광역시 동구 초량제6동(2617055000)","2,434","2,434","44","153","210","208","282","452","514","378","174","19","0","2,606","2,606","34","136","159","165","259","400","549","523","315","64","2"
"부산광역시 동구 수정제1동(2617056000)","1,887","1,887","67","141","212","207","263","352","288","242","107","8","0","1,996","1,996","57","126","198","168","234","314","363","330","172","34","0"
"부산광역시 동구 수정제2동(2617057000)","4,189","4,189","150","226","364","528","537","736","806","585","243","14","0","4,631","4,631","148","221","396","486","455","726","929","802","394","72","2"
"부산광역시 동구 수정제4동(2617059000)","1,616","1,616","30","62","138","121","178","308","357","274","138","10","0","1,686","1,686","23","60","92","100","103","263","331","394","285","34","1"
"부산광역시 동구 수정제5동(2617060000)","2,163","2,163","33","120","193","178","234","414","458","355","164","14","0","2,371","2,371","26","114","158","112","225","351","518","515","300","51","1"
"부산광역시 동구 좌천동(2617064500)","5,230","5,230","188","288","508","650","709","886","1,000","679","302","20","0","5,625","5,625","205","253","508","574","614","886","1,096","869","529","89","2"
"부산광역시 동구 범일제1동(2617065000)","5,011","5,011","110","206","425","538","609","924","1,115","745","313","24","2","5,412","5,412","116","219","454","488","462","800","1,252","941","599","80","1"
"부산광역시 동구 범일제2동(2617066000)","3,199","3,199","122","154","339","496","439","583","585","351","114","16","0","3,191","3,191","103","160","435","442","393","526","585","334","187","26","0"
"부산광역시 동구 범일제5동(2617068000)","4,376","4,376","482","246","369","966","782","584","551","296","88","12","0","4,544","4,544","455","277","417","937","672","645","545","359","202","32","3"
"부산광역시 영도구 (2620000000)","50,249","50,249","1,902","3,314","4,860","4,834","6,485","8,886","10,036","6,944","2,766","221","1","52,260","52,260","1,807","3,082","4,002","4,160","5,893","8,245","10,859","8,771","4,737","690","14"
"부산광역시 영도구 남항동(2620053000)","4,889","4,889","126","231","423","458","605","946","1,053","735","287","25","0","4,970","4,970","119","220","375","401","493","735","1,075","934","536","82","0"
"부산광역시 영도구 영선제1동(2620054000)","1,679","1,679","56","103","144","130","208","286","356","259","127","10","0","1,876","1,876","54","101","154","109","181","296","449","350","156","26","0"
"부산광역시 영도구 영선제2동(2620055000)","3,443","3,443","115","236","306","325","392","565","732","504","257","11","0","3,676","3,676","97","216","236","274","368","599","776","701","361","48","0"
"부산광역시 영도구 신선동(2620058500)","3,291","3,291","46","145","232","250","359","669","778","538","256","18","0","3,366","3,366","46","133","197","160","276","484","729","764","501","76","0"
"부산광역시 영도구 봉래제1동(2620059000)","3,135","3,135","112","176","303","364","416","510","628","446","162","18","0","3,233","3,233","109","151","273","317","326","444","689","577","290","56","1"
"부산광역시 영도구 봉래제2동(2620060500)","3,426","3,426","200","246","270","362","496","615","604","408","210","15","0","3,628","3,628","214","230","238","334","468","575","643","555","337","34","0"
"부산광역시 영도구 청학제1동(2620063000)","2,517","2,517","99","191","180","225","330","478","502","347","156","9","0","2,647","2,647","92","148","180","202","325","389","535","469","266","40","1"
"부산광역시 영도구 청학제2동(2620064000)","7,799","7,799","294","593","708","794","1,023","1,402","1,510","1,049","399","27","0","8,093","8,093","313","553","606","617","996","1,341","1,663","1,260","643","96","5"
"부산광역시 영도구 동삼제1동(2620065000)","13,322","13,322","595","1,018","1,503","1,339","1,785","2,292","2,512","1,652","566","59","1","14,068","14,068","555","971","1,229","1,233","1,738","2,392","2,843","1,963","994","144","6"
"부산광역시 영도구 동삼제2동(2620066000)","2,644","2,644","177","190","484","269","409","392","365","261","84","13","0","2,391","2,391","149","180","285","249","338","351","386","295","138","20","0"
"부산광역시 영도구 동삼제3동(2620067000)","4,104","4,104","82","185","307","318","462","731","996","745","262","16","0","4,312","4,312","59","179","229","264","384","639","1,071","903","515","68","1"
"부산광역시 부산진구 (2623000000)","174,519","174,519","9,522","12,118","22,388","27,138","25,025","27,544","27,355","16,563","6,325","539","2","190,188","190,188","9,146","12,172","25,455","26,195","24,193","28,841","31,574","20,520","10,499","1,556","37"
"부산광역시 부산진구 부전제1동(2623051000)","6,885","6,885","226","175","1,394","1,425","813","1,058","1,048","542","192","12","0","7,200","7,200","234","257","2,122","1,342","696","755","896","565","293","39","1"
"부산광역시 부산진구 부전제2동(2623052000)","6,056","6,056","353","282","1,190","1,450","883","789","688","321","87","13","0","6,153","6,153","316","257","1,559","1,161","759","811","735","363","166","24","2"
"부산광역시 부산진구 연지동(2623054000)","12,057","12,057","987","1,113","1,083","1,529","1,878","1,961","1,777","1,199","481","49","0","13,354","13,354","894","1,095","1,044","1,529","2,041","2,097","2,337","1,480","717","114","6"
"부산광역시 부산진구 초읍동(2623055000)","10,442","10,442","579","823","888","1,169","1,467","1,795","1,793","1,302","575","51","0","11,197","11,197","533","660","795","1,179","1,403","1,768","2,140","1,712","876","130","1"
"부산광역시 부산진구 양정제1동(2623056000)","8,613","8,613","351","587","1,096","1,254","1,109","1,504","1,443","863","357","49","0","9,977","9,977","334","585","1,269","1,235","1,142","1,744","1,777","1,140","659","90","2"
"부산광역시 부산진구 양정제2동(2623057000)","9,406","9,406","806","522","1,366","2,125","1,588","1,230","937","572","235","24","1","10,738","10,738","801","595","2,071","2,452","1,413","1,252","1,024","721","364","44","1"
"부산광역시 부산진구 전포제1동(2623060000)","9,688","9,688","513","550","1,830","2,251","1,410","1,245","1,013","589","265","22","0","10,638","10,638","519","596","2,427","2,034","1,372","1,298","1,107","770","438","76","1"
"부산광역시 부산진구 전포제2동(2623061000)","10,734","10,734","527","614","1,511","1,882","1,465","1,544","1,584","1,096","466","45","0","12,258","12,258","487","632","1,766","1,835","1,524","1,713","1,989","1,425","780","105","2"
"부산광역시 부산진구 부암제1동(2623064000)","11,090","11,090","778","917","1,196","1,638","1,731","1,804","1,649","975","372","29","1","11,896","11,896","695","904","1,233","1,697","1,745","1,861","1,890","1,189","576","102","4"
"부산광역시 부산진구 부암제3동(2623066000)","11,258","11,258","832","1,067","1,143","1,567","1,762","1,867","1,799","851","352","18","0","11,826","11,826","777","1,104","1,030","1,524","1,757","2,038","1,937","1,065","514","78","2"
"부산광역시 부산진구 당감제1동(2623067000)","9,664","9,664","298","764","1,088","978","1,237","1,790","1,938","1,134","399","38","0","10,749","10,749","324","708","950","916","1,210","2,024","2,253","1,444","790","125","5"
"부산광역시 부산진구 당감제2동(2623068000)","5,526","5,526","389","411","546","969","871","789","805","522","208","16","0","6,093","6,093","416","410","614","924","847","847","1,018","675","308","34","0"
"부산광역시 부산진구 당감제4동(2623070000)","4,781","4,781","182","350","454","503","656","937","941","539","207","12","0","5,097","5,097","154","369","406","450","614","965","1,057","674","355","49","4"
"부산광역시 부산진구 가야제1동(2623071000)","8,111","8,111","198","533","1,356","909","1,114","1,326","1,426","927","304","18","0","7,959","7,959","215","502","1,027","734","880","1,266","1,612","1,106","559","57","1"
"부산광역시 부산진구 가야제2동(2623072000)","8,567","8,567","498","668","978","1,032","1,177","1,373","1,441","1,000","370","30","0","9,223","9,223","490","725","869","968","1,213","1,441","1,730","1,188","530","69","0"
"부산광역시 부산진구 개금제1동(2623074000)","8,842","8,842","500","603","1,505","1,469","1,343","1,335","1,149","666","254","18","0","9,393","9,393","492","668","1,734","1,317","1,250","1,333","1,286","849","413","50","1"
"부산광역시 부산진구 개금제2동(2623075000)","4,597","4,597","173","339","549","513","576","793","896","533","210","15","0","5,106","5,106","167","338","633","407","533","883","1,003","706","387","49","0"
"부산광역시 부산진구 개금제3동(2623076000)","12,267","12,267","540","1,034","1,267","1,343","1,626","2,126","2,491","1,391","416","33","0","13,505","13,505","536","1,009","1,224","1,352","1,661","2,402","2,862","1,524","778","155","2"
"부산광역시 부산진구 범천제1동(2623077000)","5,599","5,599","182","221","954","1,249","749","812","779","443","191","19","0","6,587","6,587","190","244","1,450","1,257","763","845","878","580","337","42","1"
"부산광역시 부산진구 범천제2동(2623078000)","10,336","10,336","610","545","994","1,883","1,570","1,466","1,758","1,098","384","28","0","11,239","11,239","572","514","1,232","1,882","1,370","1,498","2,043","1,344","659","124","1"
