"행정구역","2025년06월_남_총인구수","2025년06월_남_연령구간인구수","2025년06월_남_0~9세","2025년06월_남_10~19세","2025년06월_남_20~29세","2025년06월_남_30~39세","2025년06월_남_40~49세","2025년06월_남_50~59세","2025년06월_남_60~69세","2025년06월_남_70~79세","2025년06월_남_80~89세","2025년06월_남_90~99세","2025년06월_남_100세 이상","2025년06월_여_총인구수","2025년06월_여_연령구간인구수","2025년06월_여_0~9세","2025년06월_여_10~19세","2025년06월_여_20~29세","2025년06월_여_30~39세","2025년06월_여_40~49세","2025년06월_여_50~59세","2025년06월_여_60~69세","2025년06월_여_70~79세","2025년06월_여_80~89세","2025년06월_여_90~99세","2025년06월_여_100세 이상"
"경기도 포천시 소흘읍(4165025000)","21,838","21,838","1,055","2,092","2,730","2,115","2,763","4,554","4,253","1,610","593","67","6","21,136","21,136","977","1,981","2,379","1,932","2,770","4,275","3,787","1,707","1,068","250","10"
"경기도 포천시 군내면(4165031000)","5,246","5,246","318","329","530","696","677","923","1,091","486","176","20","0","4,610","4,610","255","338","427","553","588","808","862","427","270","81","1"
"경기도 포천시 내촌면(4165032000)","2,436","2,436","31","62","196","196","223","524","763","305","122","13","1","1,733","1,733","27","59","105","110","108","341","497","272","173","40","1"
"경기도 포천시 가산면(4165033000)","4,050","4,050","69","138","286","327","401","951","1,195","484","174","24","1","2,801","2,801","58","146","180","201","221","538","749","366","273","67","2"
"경기도 포천시 신북면(4165034000)","6,168","6,168","193","376","588","653","673","1,204","1,539","688","231","23","0","4,935","4,935","186","293","413","404","478","916","1,169","601","401","72","2"
"경기도 포천시 창수면(4165035000)","1,097","1,097","14","37","94","50","82","216","326","189","80","9","0","890","890","15","20","38","32","51","131","268","166","147","22","0"
"경기도 포천시 영중면(4165036000)","2,416","2,416","42","116","161","147","230","459","700","365","181","15","0","2,081","2,081","43","102","122","112","156","313","545","357","289","42","0"
"경기도 포천시 일동면(4165037000)","4,604","4,604","158","341","432","432","555","737","1,054","617","239","37","2","4,178","4,178","139","290","290","291","425","601","928","656","441","113","4"
"경기도 포천시 이동면(4165038000)","2,994","2,994","163","125","413","496","293","365","602","355","166","16","0","2,557","2,557","166","128","229","306","188","289","570","363","263","53","2"
"경기도 포천시 영북면(4165039000)","4,013","4,013","235","204","465","565","418","586","818","456","230","33","3","3,394","3,394","189","197","224","335","275","414","764","482","432","78","4"
"경기도 포천시 관인면(4165040000)","1,311","1,311","17","37","92","80","101","237","382","234","119","9","3","1,190","1,190","17","49","54","51","55","187","325","235","186","29","2"
"경기도 포천시 화현면(4165041000)","1,260","1,260","52","60","82","148","133","188","316","199","76","6","0","1,099","1,099","47","56","85","96","97","150","251","148","142","27","0"
"경기도 포천시 포천동(4165051000)","9,669","9,669","503","796","1,214","1,226","1,134","1,829","1,845","810","281","29","2","9,522","9,522","438","745","1,021","980","1,157","1,833","1,755","935","562","93","3"
"경기도 포천시 선단동(4165052000)","7,516","7,516","238","481","904","737","960","1,724","1,647","586","210","29","0","6,423","6,423","222","401","750","529","733","1,392","1,326","606","381","80","3"
"경기도 여주시 (4167000000)","58,233","58,233","2,784","4,813","5,556","6,173","7,623","10,447","11,566","6,443","2,545","279","4","56,071","56,071","2,707","4,281","4,724","5,213","7,202","9,688","10,936","6,508","3,950","836","26"
"경기도 여주시 가남읍(4167025000)","7,418","7,418","266","544","694","816","990","1,386","1,500","848","331","43","0","6,652","6,652","249","499","521","571","833","1,197","1,367","812","506","97","0"
"경기도 여주시 점동면(4167031000)","2,366","2,366","80","124","169","176","201","411","614","425","149","16","1","2,255","2,255","54","97","119","118","183","384","573","394","265","67","1"
"경기도 여주시 흥천면(4167032000)","2,584","2,584","60","137","159","174","254","429","715","459","173","24","0","2,307","2,307","45","102","118","122","185","374","621","409","264","66","1"
"경기도 여주시 금사면(4167033000)","1,483","1,483","23","58","68","89","128","273","457","268","109","9","1","1,367","1,367","26","63","60","60","97","217","388","277","146","32","1"
"경기도 여주시 세종대왕면(4167034500)","2,923","2,923","74","162","206","202","304","491","785","480","200","18","1","2,766","2,766","70","161","152","169","254","385","694","460","328","93","0"
"경기도 여주시 대신면(4167035000)","3,381","3,381","65","177","252","212","295","559","951","562","270","38","0","3,114","3,114","61","149","162","161","203","448","835","576","419","93","7"
"경기도 여주시 북내면(4167036000)","2,440","2,440","50","163","186","148","212","487","650","348","173","22","1","2,216","2,216","53","105","132","114","187","396","559","315","294","61","0"
"경기도 여주시 강천면(4167037000)","2,234","2,234","39","116","146","154","221","445","586","353","153","21","0","2,070","2,070","46","110","103","117","193","375","540","330","202","51","3"
"경기도 여주시 산북면(4167038000)","1,258","1,258","29","91","79","91","123","206","311","223","96","9","0","1,199","1,199","32","102","68","59","100","181","284","201","139","31","2"
"경기도 여주시 여흥동(4167051000)","10,443","10,443","421","850","1,252","1,177","1,417","1,999","1,915","1,011","362","39","0","10,201","10,201","407","804","1,058","943","1,376","1,928","1,959","1,048","582","90","6"
"경기도 여주시 중앙동(4167052000)","12,651","12,651","1,030","1,378","1,427","1,797","1,962","2,152","1,714","864","301","26","0","12,730","12,730","996","1,204","1,383","1,714","1,991","2,153","1,758","989","450","91","1"
"경기도 여주시 오학동(4167053000)","9,052","9,052","647","1,013","918","1,137","1,516","1,609","1,368","602","228","14","0","9,194","9,194","668","885","848","1,065","1,600","1,650","1,358","697","355","64","4"
"경기도 연천군 (4180000000)","21,474","21,474","957","1,405","2,564","2,365","2,178","3,400","4,584","2,650","1,212","155","4","19,589","19,589","914","1,280","1,541","1,617","1,858","2,925","4,207","2,765","2,086","382","14"
"경기도 연천군 연천읍(4180025000)","4,133","4,133","301","220","625","695","390","563","696","407","208","27","1","3,607","3,607","274","175","329","465","318","466","629","472","409","65","5"
"경기도 연천군 전곡읍(4180025300)","9,324","9,324","524","869","1,085","1,130","1,138","1,564","1,724","879","358","50","3","8,915","8,915","499","815","808","846","1,103","1,484","1,665","922","637","132","4"
"경기도 연천군 군남면(4180031000)","1,533","1,533","21","63","175","100","117","235","428","262","121","11","0","1,348","1,348","24","62","74","47","87","190","355","255","220","33","1"
"경기도 연천군 청산면(4180032000)","2,150","2,150","47","80","332","181","194","344","545","283","128","16","0","1,861","1,861","51","76","151","85","143","258","499","330","223","43","2"
"경기도 연천군 백학면(4180033000)","1,269","1,269","20","64","105","80","106","223","341","199","120","11","0","1,113","1,113","26","55","51","42","77","173","301","188","180","20","0"
"경기도 연천군 미산면(4180034000)","883","883","17","25","53","56","58","140","281","181","64","8","0","731","731","13","20","35","48","25","106","227","138","94","24","1"
"경기도 연천군 왕징면(4180035000)","525","525","7","32","22","27","52","74","116","130","54","11","0","447","447","6","14","13","20","28","50","118","114","69","15","0"
"경기도 연천군 신서면(4180036000)","1,205","1,205","12","41","129","62","95","190","323","225","115","13","0","1,152","1,152","18","43","62","44","56","133","296","264","198","37","1"
"경기도 연천군 중면(4180037000)","92","92","1","5","16","12","3","9","26","13","5","2","0","73","73","1","4","4","5","7","10","20","10","9","3","0"
"경기도 연천군 장남면(4180038000)","360","360","7","6","22","22","25","58","104","71","39","6","0","342","342","2","16","14","15","14","55","97","72","47","10","0"
"경기도 가평군 (4182000000)","32,007","32,007","1,313","2,110","3,040","2,997","3,670","5,637","7,167","4,121","1,758","187","7","30,170","30,170","1,249","2,003","2,305","2,441","3,263","4,950","6,667","4,227","2,537","509","19"
"경기도 가평군 가평읍(4182025000)","10,740","10,740","569","912","1,145","1,128","1,390","1,899","2,021","1,100","534","40","2","10,479","10,479","511","835","880","1,083","1,303","1,703","1,991","1,197","811","155","10"
"경기도 가평군 설악면(4182031000)","4,969","4,969","198","320","460","417","491","819","1,224","707","290","42","1","4,691","4,691","194","358","402","313","467","713","1,099","667","382","94","2"
"경기도 가평군 청평면(4182032500)","6,820","6,820","189","381","620","512","809","1,341","1,542","966","410","47","3","6,480","6,480","195","377","468","411","680","1,180","1,440","1,058","573","94","4"
"경기도 가평군 상면(4182033000)","2,821","2,821","50","111","245","211","237","489","823","459","177","19","0","2,545","2,545","63","79","113","147","208","440","733","465","246","51","0"
"경기도 가평군 조종면(4182034500)","4,847","4,847","279","306","470","628","565","766","1,036","566","204","26","1","4,280","4,280","247","271","370","415","488","665","918","517","322","66","1"
"경기도 가평군 북면(4182035000)","1,810","1,810","28","80","100","101","178","323","521","323","143","13","0","1,695","1,695","39","83","72","72","117","249","486","323","203","49","2"
"경기도 양평군 (4183000000)","63,585","63,585","2,969","5,153","5,084","5,528","7,743","10,943","13,983","8,446","3,387","345","4","63,288","63,288","2,887","4,770","4,084","5,094","7,770","10,526","13,756","8,593","4,704","1,072","32"
"경기도 양평군 양평읍(4183025000)","18,933","18,933","1,194","1,950","1,971","2,164","2,670","3,335","3,182","1,758","640","67","2","19,108","19,108","1,194","1,807","1,695","2,042","2,836","3,305","3,240","1,809","958","215","7"
"경기도 양평군 강상면(4183031000)","5,005","5,005","296","469","355","414","704","817","1,035","659","237","19","0","5,068","5,068","295","433","320","390","746","832","1,047","635","311","57","2"
"경기도 양평군 강하면(4183032000)","2,422","2,422","77","89","161","179","214","366","696","467","157","15","1","2,408","2,408","60","89","124","133","196","408","704","460","183","48","3"
"경기도 양평군 양서면(4183033000)","6,834","6,834","297","486","520","512","806","1,230","1,560","975","401","47","0","7,018","7,018","268","476","431","558","802","1,225","1,627","1,038","476","114","3"
"경기도 양평군 옥천면(4183034000)","4,057","4,057","169","276","309","351","500","667","982","571","211","21","0","3,931","3,931","163","267","219","310","444","643","926","580","323","56","0"
"경기도 양평군 서종면(4183035000)","4,920","4,920","220","458","312","321","637","933","1,096","677","244","22","0","4,954","4,954","206","426","220","324","711","846","1,144","710","289","78","0"
"경기도 양평군 단월면(4183036000)","2,001","2,001","38","112","110","123","199","334","571","353","150","11","0","1,877","1,877","35","109","71","106","153","293","518","330","223","37","2"
"경기도 양평군 청운면(4183037000)","1,892","1,892","37","65","97","113","158","328","537","373","163","21","0","1,795","1,795","25","54","65","75","128","275","502","356","251","62","2"
"경기도 양평군 양동면(4183038000)","2,269","2,269","59","96","124","144","175","353","684","436","178","20","0","2,209","2,209","38","87","75","119","156","343","619","414","274","81","3"
"경기도 양평군 지평면(4183039500)","3,374","3,374","84","182","193","192","302","547","992","607","246","28","1","3,232","3,232","75","121","154","152","247","495","912","567","394","112","3"
"경기도 양평군 용문면(4183040000)","9,268","9,268","432","829","759","853","1,101","1,590","1,939","1,152","558","55","0","9,202","9,202","462","748","591","739","1,121","1,491","1,858","1,249","785","152","6"
"경기도 양평군 개군면(4183041000)","2,610","2,610","66","141","173","162","277","443","709","418","202","19","0","2,486","2,486","66","153","119","146","230","370","659","445","237","60","1"
"강원특별자치도  (5100000000)","759,478","759,478","42,320","65,046","84,705","84,958","100,292","133,777","139,650","72,882","32,581","3,166","101","751,137","751,137","40,528","60,805","66,585","73,050","96,821","125,754","138,761","82,101","55,356","11,037","339"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원특별자치도 춘천시 (5111000000)","140,704","140,704","8,898","13,261","19,176","18,031","19,227","23,243","21,937","10,974","5,348","586","23","144,671","144,671","8,673","12,481","16,599","16,467","19,724","23,347","23,230","13,121","9,179","1,806","44"
"강원특별자치도 춘천시 신북읍(5111025000)","3,473","3,473","88","163","309","310","365","606","888","454","256","34","0","3,469","3,469","99","162","213","246","322","551","826","502","446","99","3"
"강원특별자치도 춘천시 동면(5111031000)","9,242","9,242","652","1,320","948","875","1,502","1,642","1,419","630","230","24","0","9,556","9,556","637","1,217","845","869","1,628","1,563","1,507","727","437","125","1"
"강원특별자치도 춘천시 동산면(5111032000)","750","750","9","24","53","62","51","106","237","131","71","6","0","607","607","12","18","28","24","32","76","176","124","96","21","0"
"강원특별자치도 춘천시 신동면(5111033000)","1,335","1,335","37","74","107","95","138","254","354","180","82","14","0","1,226","1,226","35","66","67","72","106","204","314","162","167","33","0"
"강원특별자치도 춘천시 남면(5111034000)","561","561","8","19","18","23","42","93","181","113","52","11","1","475","475","4","5","18","21","32","63","148","96","65","23","0"
"강원특별자치도 춘천시 서면(5111035000)","1,835","1,835","25","72","101","102","153","302","582","329","146","21","2","1,740","1,740","33","46","77","95","106","249","480","311","257","82","4"
"강원특별자치도 춘천시 사북면(5111036000)","1,134","1,134","17","52","73","42","73","167","369","232","94","13","2","1,150","1,150","23","48","38","50","71","167","355","186","170","41","1"
"강원특별자치도 춘천시 북산면(5111038000)","536","536","6","10","11","21","26","86","203","117","50","6","0","403","403","4","4","9","5","11","60","133","96","71","9","1"
"강원특별자치도 춘천시 동내면(5111039000)","10,173","10,173","717","989","1,205","1,453","1,492","1,789","1,530","655","308","35","0","10,075","10,075","651","913","1,012","1,296","1,591","1,758","1,471","774","489","117","3"
"강원특별자치도 춘천시 남산면(5111040000)","1,713","1,713","31","65","93","103","176","290","497","320","126","11","1","1,532","1,532","28","45","79","76","115","237","412","300","191","47","2"
"강원특별자치도 춘천시 교동(5111052000)","2,021","2,021","48","89","662","228","170","278","275","176","85","10","0","1,837","1,837","33","84","580","158","142","185","271","212","143","29","0"
"강원특별자치도 춘천시 조운동(5111053000)","1,215","1,215","33","52","156","147","143","231","231","146","72","4","0","1,272","1,272","36","49","152","127","116","169","249","181","160","32","1"
"강원특별자치도 춘천시 약사명동(5111054500)","2,625","2,625","273","230","251","432","437","380","329","183","102","7","1","2,767","2,767","257","213","225","479","406","343","389","245","173","35","2"
"강원특별자치도 춘천시 근화동(5111057000)","4,518","4,518","416","401","493","880","621","653","632","251","153","17","1","4,520","4,520","417","334","477","789","586","553","613","386","318","47","0"
"강원특별자치도 춘천시 소양동(5111058000)","4,224","4,224","252","396","511","601","604","667","669","322","181","18","3","4,481","4,481","289","351","497","520","564","759","725","431","291","54","0"
"강원특별자치도 춘천시 후평1동(5111060000)","5,535","5,535","191","355","894","776","619","899","969","540","270","21","1","5,553","5,553","159","334","827","563","599","848","1,002","670","475","74","2"
"강원특별자치도 춘천시 후평2동(5111061000)","6,517","6,517","468","689","921","982","910","1,028","854","395","243","26","1","7,267","7,267","463","653","889","981","1,009","1,166","1,040","563","422","79","2"
"강원특별자치도 춘천시 후평3동(5111061100)","9,145","9,145","604","885","1,101","1,261","1,280","1,514","1,375","753","343","26","3","10,171","10,171","600","885","1,072","1,149","1,381","1,681","1,656","946","674","124","3"
"강원특별자치도 춘천시 효자1동(5111062000)","1,983","1,983","97","172","224","220","266","366","356","149","116","16","1","2,019","2,019","105","163","199","176","270","333","353","219","170","31","0"
"강원특별자치도 춘천시 효자2동(5111063000)","6,690","6,690","128","292","2,295","747","656","910","850","489","296","26","1","5,738","5,738","140","299","1,511","477","534","699","850","640","511","76","1"
"강원특별자치도 춘천시 효자3동(5111064000)","2,206","2,206","46","109","585","324","221","301","311","181","123","5","0","2,159","2,159","56","101","561","234","184","256","354","220","169","23","1"
"강원특별자치도 춘천시 석사동(5111065000)","16,154","16,154","810","1,805","2,561","1,888","2,158","2,971","2,319","1,061","511","70","0","16,577","16,577","742","1,730","2,246","1,641","2,291","3,128","2,430","1,304","906","156","3"
"강원특별자치도 춘천시 퇴계동(5111066000)","22,106","22,106","1,604","2,543","2,800","2,793","3,296","3,830","3,103","1,388","670","79","0","24,134","24,134","1,577","2,528","2,571","2,728","3,817","4,215","3,571","1,771","1,134","219","3"
"강원특별자치도 춘천시 강남동(5111067500)","12,332","12,332","1,054","1,150","1,380","1,681","1,955","2,032","1,729","929","377","43","2","13,163","13,163","1,038","1,082","1,302","1,765","1,988","2,217","2,076","1,045","540","102","8"
"강원특별자치도 춘천시 신사우동(5111070500)","12,681","12,681","1,284","1,305","1,424","1,985","1,873","1,848","1,675","850","391","43","3","12,780","12,780","1,235","1,151","1,104","1,926","1,823","1,867","1,829","1,010","704","128","3"
"강원특별자치도 원주시 (5113000000)","179,443","179,443","12,238","17,584","20,986","24,089","26,697","31,031","28,290","12,538","5,423","551","16","182,962","182,962","11,778","16,756","18,406","22,505","27,245","31,664","28,909","14,339","9,320","2,004","36"
"강원특별자치도 원주시 문막읍(5113025000)","8,746","8,746","383","713","911","902","1,216","1,760","1,641","810","377","32","1","8,389","8,389","358","664","753","682","1,127","1,561","1,598","878","631","133","4"
"강원특별자치도 원주시 소초면(5113031000)","4,266","4,266","111","177","531","416","367","696","1,168","527","248","24","1","3,704","3,704","104","163","273","271","281","674","979","520","340","96","3"
"강원특별자치도 원주시 호저면(5113032000)","1,725","1,725","36","63","133","109","139","306","495","286","138","20","0","1,566","1,566","38","48","63","83","107","242","424","272","232","57","0"
"강원특별자치도 원주시 지정면(5113033000)","16,126","16,126","2,335","1,800","1,142","3,340","3,457","1,815","1,469","561","187","19","1","16,761","16,761","2,402","1,863","1,156","3,492","3,343","1,983","1,559","557","320","84","2"
"강원특별자치도 원주시 부론면(5113035000)","1,091","1,091","12","35","69","42","68","172","349","222","114","8","0","1,040","1,040","12","45","51","39","40","119","316","200","172","45","1"
"강원특별자치도 원주시 귀래면(5113036000)","1,062","1,062","16","37","40","46","77","166","382","202","87","9","0","998","998","16","22","44","27","53","157","306","190","144","38","1"
"강원특별자치도 원주시 흥업면(5113037000)","5,024","5,024","198","324","901","458","587","847","1,032","464","196","16","1","4,507","4,507","169","337","634","377","491","748","922","425","326","77","1"
"강원특별자치도 원주시 판부면(5113038000)","3,675","3,675","134","280","449","489","480","721","709","297","109","6","1","3,222","3,222","148","266","313","368","431","617","599","264","163","52","1"
"강원특별자치도 원주시 신림면(5113039000)","1,841","1,841","20","62","86","84","141","310","628","344","149","16","1","1,673","1,673","23","46","56","62","99","273","534","303","229","47","1"
"강원특별자치도 원주시 중앙동(5113051500)","1,124","1,124","21","32","56","69","108","246","346","146","90","10","0","1,024","1,024","5","26","45","48","83","145","260","174","188","49","1"
"강원특별자치도 원주시 원인동(5113052000)","1,773","1,773","60","123","233","213","217","315","348","171","82","10","1","1,976","1,976","48","96","207","201","206","340","427","234","183","34","0"
"강원특별자치도 원주시 개운동(5113053000)","5,664","5,664","200","549","672","581","660","1,030","1,099","555","290","28","0","6,147","6,147","211","486","543","535","735","1,154","1,182","716","484","100","1"
"강원특별자치도 원주시 명륜1동(5113054100)","3,611","3,611","120","281","407","375","415","644","780","374","194","21","0","4,038","4,038","108","308","387","334","423","745","843","497","323","69","1"
"강원특별자치도 원주시 명륜2동(5113054200)","8,817","8,817","512","857","1,067","1,186","1,170","1,617","1,460","665","252","29","2","9,363","9,363","546","861","964","1,095","1,251","1,742","1,535","785","490","94","0"
"강원특별자치도 원주시 단구동(5113055000)","20,389","20,389","1,146","2,236","2,891","2,777","3,106","3,863","2,765","1,091","465","48","1","21,343","21,343","1,125","2,061","2,565","2,408","3,362","4,223","3,023","1,465","942","167","2"
"강원특별자치도 원주시 일산동(5113056000)","3,835","3,835","134","271","617","551","406","607","648","373","206","22","0","4,263","4,263","133","200","807","480","351","638","775","493","320","64","2"
"강원특별자치도 원주시 학성동(5113057500)","2,020","2,020","41","118","226","167","244","395","444","249","123","13","0","2,145","2,145","52","96","165","136","197","361","514","328","235","60","1"
"강원특별자치도 원주시 단계동(5113059000)","13,145","13,145","891","1,032","1,659","2,216","1,787","2,119","2,216","860","325","38","2","13,970","13,970","816","1,014","1,522","1,942","1,896","2,571","2,538","1,006","557","106","2"
"강원특별자치도 원주시 우산동(5113060000)","6,951","6,951","357","610","1,131","766","1,003","1,218","1,130","489","218","27","2","6,082","6,082","295","538","746","618","874","1,060","1,018","556","316","59","2"
"강원특별자치도 원주시 태장1동(5113061000)","6,295","6,295","471","595","677","810","911","1,131","1,011","479","196","13","1","6,315","6,315","402","558","631","830","868","1,082","975","593","330","45","1"
"강원특별자치도 원주시 태장2동(5113062000)","12,220","12,220","651","1,145","1,335","1,493","1,729","2,369","2,162","924","364","48","0","12,207","12,207","576","1,103","1,091","1,245","1,734","2,289","2,208","1,104","720","136","1"
"강원특별자치도 원주시 봉산동(5113063500)","3,509","3,509","89","252","334","309","370","686","800","424","223","22","0","3,648","3,648","90","196","264","226","321","641","857","535","414","102","2"
"강원특별자치도 원주시 행구동(5113065000)","4,283","4,283","253","437","496","416","589","826","774","324","152","16","0","4,393","4,393","256","442","401","411","633","891","739","340","233","46","1"
"강원특별자치도 원주시 무실동(5113066000)","18,210","18,210","1,540","2,527","2,293","2,586","3,031","2,974","2,099","842","300","18","0","18,941","18,941","1,431","2,214","2,040","2,454","3,511","3,252","2,361","1,030","528","116","4"
"강원특별자치도 원주시 반곡관설동(5113067500)","24,041","24,041","2,507","3,028","2,630","3,688","4,419","4,198","2,335","859","338","38","1","25,247","25,247","2,414","3,103","2,685","4,141","4,828","4,156","2,417","874","500","128","1"
"강원특별자치도 강릉시 (5115000000)","102,483","102,483","5,421","8,767","11,385","10,958","13,934","18,685","18,016","10,201","4,612","495","9","104,421","104,421","5,026","7,918","9,289","9,424","13,737","17,962","19,297","12,262","7,847","1,597","62"
"강원특별자치도 강릉시 주문진읍(5115025000)","7,613","7,613","283","474","582","625","893","1,411","1,698","1,136","462","48","1","7,903","7,903","221","361","429","497","799","1,273","1,811","1,429","918","159","6"
"강원특별자치도 강릉시 성산면(5115031000)","1,726","1,726","52","96","108","114","155","334","452","270","132","12","1","1,638","1,638","43","71","78","81","124","301","419","257","191","67","6"
"강원특별자치도 강릉시 왕산면(5115032000)","808","808","12","20","25","48","59","128","266","167","75","8","0","694","694","6","15","19","24","27","111","225","160","93","12","2"
"강원특별자치도 강릉시 구정면(5115033000)","2,077","2,077","72","142","149","121","237","381","532","291","132","20","0","2,008","2,008","64","119","114","113","196","332","509","270","220","69","2"
"강원특별자치도 강릉시 강동면(5115034000)","1,965","1,965","35","68","155","143","192","395","520","291","152","14","0","1,738","1,738","25","59","89","75","112","236","434","359","285","64","0"
"강원특별자치도 강릉시 옥계면(5115035000)","1,683","1,683","30","66","108","116","145","333","473","290","107","15","0","1,583","1,583","28","55","74","56","111","229","438","287","252","51","2"
"강원특별자치도 강릉시 사천면(5115036000)","2,684","2,684","87","136","218","232","322","502","679","327","170","11","0","2,601","2,601","64","124","178","188","316","438","663","345","227","56","2"
"강원특별자치도 강릉시 연곡면(5115037000)","3,178","3,178","100","199","227","250","398","579","731","482","188","23","1","3,164","3,164","105","188","182","197","387","520","756","485","288","56","0"
"강원특별자치도 강릉시 홍제동(5115051000)","6,772","6,772","482","626","698","880","998","1,200","1,053","553","249","32","1","7,241","7,241","452","615","670","827","1,086","1,242","1,111","705","427","100","6"
"강원특별자치도 강릉시 중앙동(5115052000)","1,969","1,969","34","112","197","210","233","358","379","288","142","16","0","2,171","2,171","50","108","229","128","205","307","427","394","272","49","2"
"강원특별자치도 강릉시 옥천동(5115054000)","1,500","1,500","29","62","124","128","192","307","299","224","120","15","0","1,456","1,456","23","58","107","84","136","234","303","286","199","25","1"
"강원특별자치도 강릉시 교1동(5115055000)","13,522","13,522","914","1,535","1,953","1,502","1,968","2,512","1,726","899","458","53","2","14,054","14,054","877","1,421","1,544","1,414","2,201","2,572","1,928","1,209","741","140","7"
"강원특별자치도 강릉시 교2동(5115056000)","4,293","4,293","273","358","454","501","592","759","698","425","217","16","0","4,405","4,405","242","360","405","455","614","734","762","489","287","55","2"
"강원특별자치도 강릉시 포남1동(5115057100)","5,059","5,059","163","332","525","610","656","907","985","585","265","30","1","5,343","5,343","153","293","498","489","581","916","1,146","777","431","57","2"
"강원특별자치도 강릉시 포남2동(5115057200)","5,610","5,610","178","400","618","627","757","1,052","1,102","615","241","20","0","5,775","5,775","175","360","520","476","661","969","1,328","766","423","92","5"
"강원특별자치도 강릉시 초당동(5115058000)","2,000","2,000","106","151","220","230","255","352","394","208","78","6","0","2,169","2,169","83","165","182","188","265","414","445","229","165","33","0"
"강원특별자치도 강릉시 송정동(5115059000)","4,390","4,390","326","401","452","538","659","757","719","363","157","18","0","4,838","4,838","338","410","423","527","726","849","867","440","201","55","2"
"강원특별자치도 강릉시 내곡동(5115060000)","9,155","9,155","658","879","1,223","1,199","1,493","1,533","1,236","654","252","28","0","8,928","8,928","620","764","930","1,087","1,395","1,525","1,361","739","413","91","3"
"강원특별자치도 강릉시 강남동(5115061500)","8,022","8,022","307","609","927","740","955","1,522","1,507","897","504","52","2","7,993","7,993","269","493","636","593","846","1,352","1,592","1,170","872","165","5"
"강원특별자치도 강릉시 성덕동(5115064500)","12,657","12,657","830","1,472","1,550","1,439","1,867","2,427","1,789","886","353","44","0","13,229","13,229","765","1,289","1,333","1,321","1,987","2,503","2,030","1,108","731","156","6"
"강원특별자치도 강릉시 경포동(5115066500)","5,800","5,800","450","629","872","705","908","936","778","350","158","14","0","5,490","5,490","423","590","649","604","962","905","742","358","211","45","1"
"강원특별자치도 동해시 (5117000000)","44,072","44,072","2,458","4,113","4,565","4,536","6,227","8,430","7,445","4,298","1,850","148","2","42,782","42,782","2,356","3,804","3,210","3,588","5,952","7,597","7,758","4,948","2,997","556","16"
"강원특별자치도 동해시 천곡동(5117051000)","14,138","14,138","912","1,504","1,498","1,631","2,120","2,476","2,283","1,266","418","29","1","14,456","14,456","868","1,438","1,237","1,320","2,191","2,581","2,654","1,401","628","136","2"
"강원특별자치도 동해시 송정동(5117052000)","1,861","1,861","30","80","313","162","182","320","395","240","124","15","0","1,505","1,505","45","78","92","88","134","250","330","255","184","47","2"
"강원특별자치도 동해시 북삼동(5117053000)","11,127","11,127","699","1,338","1,351","1,290","1,677","2,293","1,475","683","294","27","0","10,337","10,337","671","1,131","929","1,022","1,751","2,074","1,432","807","439","80","1"
"강원특별자치도 동해시 부곡동(5117054000)","2,202","2,202","47","139","181","150","249","462","479","330","154","11","0","2,310","2,310","54","142","138","97","229","396","539","428","251","34","2"
"강원특별자치도 동해시 동호동(5117055000)","2,361","2,361","80","195","184","189","322","482","462","304","131","11","1","2,296","2,296","89","179","143","158","260","381","489","358","212","25","2"
"강원특별자치도 동해시 발한동(5117057000)","1,508","1,508","39","57","109","97","159","291","342","259","149","6","0","1,435","1,435","28","51","66","63","90","188","345","322","244","38","0"
"강원특별자치도 동해시 묵호동(5117059000)","1,323","1,323","33","63","76","78","160","263","293","233","116","8","0","1,345","1,345","16","53","55","43","128","182","295","321","229","22","1"
"강원특별자치도 동해시 북평동(5117060000)","6,668","6,668","559","599","638","751","1,059","1,229","1,049","537","228","19","0","6,375","6,375","512","609","432","672","953","1,130","1,029","563","381","92","2"
"강원특별자치도 동해시 망상동(5117063000)","1,618","1,618","41","80","122","114","171","338","340","260","137","15","0","1,567","1,567","56","75","69","85","138","222","372","260","245","43","2"
"강원특별자치도 동해시 삼화동(5117065000)","1,266","1,266","18","58","93","74","128","276","327","186","99","7","0","1,156","1,156","17","48","49","40","78","193","273","233","184","39","2"
"강원특별자치도 태백시 (5119000000)","19,001","19,001","825","1,695","1,587","1,519","2,610","3,730","3,770","2,273","933","57","2","18,555","18,555","748","1,552","1,130","1,201","2,408","3,056","3,661","2,887","1,654","251","7"
"강원특별자치도 태백시 황지동(5119051500)","3,819","3,819","288","364","365","474","605","673","590","336","117","5","2","3,789","3,789","254","352","245","390","572","589","669","457","221","38","2"
"강원특별자치도 태백시 황연동(5119052500)","1,888","1,888","37","131","130","114","213","377","474","295","109","8","0","1,799","1,799","43","105","79","77","178","283","450","365","189","28","2"
"강원특별자치도 태백시 삼수동(5119053500)","2,457","2,457","105","207","167","145","357","529","469","341","131","6","0","2,388","2,388","74","189","108","117","300","351","485","462","265","35","2"
"강원특별자치도 태백시 상장동(5119054000)","5,760","5,760","297","699","574","468","929","1,211","908","464","199","11","0","5,590","5,590","265","644","455","409","952","1,055","861","589","315","44","1"
